"userid","country","groups","deviceid","device","sellerid","itemid","date","views","clicks","revenue"
8404,"GB","treatment",10019,"Android",383,1476,2017-05-19,7,0,0
6154,"CA","treatment",12250,"Android",248,1766,2017-05-16,4,1,0
8509,"CN","treatment",15351,"Web",453,1519,2017-05-08,6,1,0
9171,"US","control",8844,"Ios",219,2767,2017-05-08,7,3,0
9622,"US","treatment",12079,"Android",355,1384,2017-05-15,5,0,0
4997,"US","treatment",5132,"Ios",466,2182,2017-05-11,6,1,0
4078,"GB","control",18271,"Android",366,1530,2017-05-10,6,1,0
2091,"GB","treatment",6394,"Android",235,1197,2017-05-19,2,1,0
7702,"CA","treatment",6343,"Ios",402,1263,2017-05-13,5,0,0
1222,"US","control",14026,"Web",117,2254,2017-05-08,5,1,0
3506,"CN","treatment",19909,"Other",266,2463,2017-05-18,5,1,113.453924843733
9987,"GB","treatment",16020,"Android",408,2446,2017-05-21,8,1,0
2602,"US","treatment",13836,"Web",358,2577,2017-05-13,4,0,0
1351,"US","treatment",6373,"Other",436,1177,2017-05-15,12,2,0
5562,"US","treatment",10864,"Web",276,2786,2017-05-15,3,0,0
7853,"CA","treatment",16195,"Other",114,1538,2017-05-09,2,0,0
9274,"CN","control",11103,"Other",232,1632,2017-05-11,5,1,0
1271,"US","treatment",13151,"Android",208,1741,2017-05-10,5,1,0
2577,"CA","control",9796,"Other",380,1450,2017-05-20,6,1,0
5359,"CA","control",9394,"Android",406,2296,2017-05-15,3,1,0
9614,"GB","control",6752,"Android",168,2767,2017-05-09,7,0,0
8727,"GB","treatment",19975,"Android",402,2796,2017-05-09,4,2,0
3755,"US","treatment",9874,"Web",137,2167,2017-05-18,8,2,0
3701,"US","control",7651,"Android",263,2392,2017-05-17,7,3,106.245605307995
2801,"US","treatment",6963,"Other",475,2387,2017-05-17,5,0,0
8748,"GB","treatment",9049,"Web",355,1190,2017-05-20,6,0,0
1271,"US","treatment",13151,"Android",208,1741,2017-05-18,5,1,0
4396,"US","control",12608,"Web",454,2616,2017-05-10,5,1,0
5842,"CN","control",10944,"Ios",194,1663,2017-05-14,4,0,0
3235,"GB","control",19685,"Web",320,1495,2017-05-18,6,3,0
7335,"US","treatment",7590,"Web",334,2165,2017-05-16,9,2,0
8262,"CN","treatment",9790,"Android",289,1528,2017-05-09,4,1,0
6109,"US","treatment",13114,"Ios",142,1761,2017-05-16,4,0,0
2463,"US","control",16687,"Ios",190,2754,2017-05-19,5,1,0
9109,"CN","treatment",17628,"Ios",422,2550,2017-05-19,7,0,0
4283,"US","control",6512,"Other",100,2200,2017-05-16,7,2,0
9482,"US","treatment",12572,"Android",109,1487,2017-05-14,6,2,0
1076,"US","control",14113,"Web",410,2159,2017-05-09,4,1,0
6905,"US","control",10627,"Android",305,2855,2017-05-18,5,0,0
8345,"US","control",19905,"Web",317,1408,2017-05-21,6,4,90.0238000196488
7363,"US","control",12620,"Web",223,1168,2017-05-19,5,3,66.6891279906688
2699,"US","treatment",19112,"Android",361,1447,2017-05-15,9,1,0
7764,"CN","control",13935,"Android",419,1661,2017-05-09,8,1,0
8034,"CA","control",5104,"Other",116,1803,2017-05-15,6,1,0
1548,"GB","treatment",19747,"Android",474,1798,2017-05-10,5,3,61.3451654907571
7124,"CA","treatment",13456,"Web",473,2241,2017-05-13,6,2,100.327317370763
4002,"GB","treatment",8382,"Ios",210,1627,2017-05-08,4,1,0
7243,"CN","control",5482,"Android",327,1395,2017-05-16,0,0,0
4088,"CN","control",16932,"Web",398,1109,2017-05-12,4,2,0
2626,"US","control",10539,"Other",134,2375,2017-05-20,5,0,0
9199,"GB","treatment",19510,"Android",227,2291,2017-05-09,2,0,0
4621,"CA","control",19601,"Web",139,1256,2017-05-16,7,1,0
8249,"CA","control",13740,"Other",168,1157,2017-05-19,1,0,0
7634,"US","treatment",17203,"Web",495,1574,2017-05-16,7,2,0
2835,"US","control",15732,"Android",255,1503,2017-05-08,6,2,0
5285,"CA","treatment",9680,"Ios",377,1782,2017-05-21,11,3,0
3517,"CA","treatment",8373,"Android",155,1125,2017-05-15,8,2,0
1835,"GB","control",11612,"Other",195,1740,2017-05-21,4,2,0
5298,"US","treatment",12642,"Android",166,2222,2017-05-14,8,2,0
5135,"CN","treatment",17912,"Web",306,1754,2017-05-19,4,1,0
7397,"CA","treatment",15083,"Ios",320,2234,2017-05-15,5,2,0
9392,"GB","treatment",6726,"Web",455,1956,2017-05-21,6,1,0
5969,"CA","control",7019,"Ios",460,1852,2017-05-13,3,0,0
3973,"GB","treatment",16456,"Android",246,1705,2017-05-16,3,0,0
1403,"CA","control",12281,"Ios",165,2733,2017-05-16,9,3,0
1763,"US","control",7125,"Other",229,2873,2017-05-16,3,1,0
1061,"US","control",17752,"Android",409,2511,2017-05-09,1,0,0
9343,"CA","control",5751,"Other",452,2542,2017-05-12,4,0,0
7900,"US","treatment",6320,"Other",470,1347,2017-05-08,2,0,0
7561,"CN","treatment",12733,"Web",378,1832,2017-05-21,10,3,0
2838,"CA","control",18808,"Web",112,2043,2017-05-14,10,4,0
8470,"CN","treatment",9405,"Ios",338,1355,2017-05-08,14,3,0
3244,"US","control",11910,"Android",253,1804,2017-05-20,8,0,0
5995,"CA","treatment",19998,"Android",249,1375,2017-05-09,5,0,0
1998,"US","treatment",17313,"Other",262,1332,2017-05-13,7,0,0
3836,"CN","treatment",19735,"Web",151,2086,2017-05-10,7,2,101.427017138704
6829,"CA","treatment",16643,"Ios",132,1631,2017-05-21,9,1,0
5816,"CA","control",16356,"Android",315,2136,2017-05-21,9,2,0
9540,"US","control",12737,"Ios",264,2457,2017-05-10,4,0,0
6175,"US","treatment",19878,"Web",145,1868,2017-05-13,8,0,0
5603,"US","treatment",12100,"Android",364,2039,2017-05-11,5,1,0
4786,"US","treatment",14230,"Android",444,1404,2017-05-15,7,4,0
9993,"GB","control",11346,"Android",484,1587,2017-05-21,2,1,75.6275157610651
8776,"GB","control",7428,"Android",408,1090,2017-05-10,7,2,0
9208,"CN","treatment",17247,"Other",255,2430,2017-05-10,0,0,0
9428,"CA","treatment",18332,"Ios",376,1576,2017-05-21,9,2,63.9223776670506
6839,"US","control",10089,"Android",413,2580,2017-05-09,1,0,0
8142,"US","control",11287,"Ios",454,1255,2017-05-09,5,1,0
6982,"GB","control",7528,"Android",138,1476,2017-05-20,5,0,0
7881,"GB","control",19779,"Web",260,1669,2017-05-11,6,1,0
5183,"CA","treatment",6404,"Web",263,2487,2017-05-15,7,1,0
4783,"CA","control",11624,"Android",200,2565,2017-05-18,5,1,0
3514,"GB","treatment",7495,"Web",136,1622,2017-05-18,4,1,0
8153,"CA","control",9900,"Android",488,2944,2017-05-17,6,1,0
8253,"CN","control",5086,"Ios",333,2461,2017-05-11,8,2,0
2374,"US","treatment",8386,"Web",300,1141,2017-05-13,6,0,0
5853,"CA","treatment",18068,"Ios",387,2016,2017-05-21,6,2,0
5027,"US","treatment",14171,"Web",443,2002,2017-05-15,2,0,0
8957,"US","treatment",6344,"Ios",111,1080,2017-05-15,4,0,0
8787,"US","treatment",10260,"Web",226,1680,2017-05-16,8,1,0
8487,"CN","control",16548,"Web",231,1097,2017-05-19,3,0,0
9097,"CA","treatment",6467,"Android",402,1393,2017-05-14,4,2,0
1693,"CN","control",16575,"Web",356,1850,2017-05-12,4,0,0
3267,"US","control",8899,"Web",164,1039,2017-05-21,6,0,0
4151,"CN","control",7097,"Web",212,1369,2017-05-09,4,2,0
9228,"US","control",9563,"Ios",434,2338,2017-05-18,4,1,0
9935,"US","treatment",10699,"Other",334,1975,2017-05-09,3,2,80.769437938928
8774,"US","treatment",8806,"Android",254,1388,2017-05-13,7,1,0
1667,"US","treatment",18685,"Web",241,1648,2017-05-18,4,0,0
8289,"CA","treatment",5853,"Android",340,2288,2017-05-17,7,0,0
1917,"CN","control",19917,"Other",100,1370,2017-05-09,8,0,0
8721,"CN","treatment",9315,"Ios",185,1443,2017-05-13,7,2,0
2329,"CN","treatment",17636,"Android",447,2272,2017-05-15,7,4,0
7521,"GB","control",11323,"Android",247,2730,2017-05-10,7,2,0
6001,"US","control",13218,"Ios",290,2686,2017-05-12,3,0,0
7972,"US","treatment",15669,"Web",105,1088,2017-05-16,3,2,0
NA,"US","treatment",12915,"Android",434,1144,2017-05-17,7,0,0
9955,"CA","treatment",11084,"Ios",243,2463,2017-05-18,4,1,0
4694,"CA","control",16237,"Android",277,1753,2017-05-13,13,4,0
9350,"US","control",9171,"Android",136,2250,2017-05-09,3,0,0
6480,"GB","treatment",8522,"Ios",163,1912,2017-05-19,3,1,0
7292,"GB","control",5537,"Android",175,2415,2017-05-21,5,1,0
8023,"US","control",9202,"Android",360,1134,2017-05-16,8,1,0
5512,"GB","treatment",10272,"Web",385,2837,2017-05-19,4,1,0
1497,"US","treatment",8750,"Other",427,2867,2017-05-16,3,1,0
4010,"GB","treatment",6700,"Other",123,1841,2017-05-08,5,1,129.422762783779
2402,"US","treatment",10198,"Other",305,1518,2017-05-16,6,1,0
9217,"CA","treatment",13278,"Android",239,2872,2017-05-19,5,1,0
3713,"US","treatment",17915,"Android",326,2876,2017-05-20,8,0,0
3052,"GB","control",8828,"Web",152,2585,2017-05-08,4,2,0
7674,"US","control",19284,"Ios",172,1848,2017-05-17,4,1,0
4988,"GB","treatment",7553,"Other",374,2327,2017-05-13,7,1,0
6006,"GB","treatment",11021,"Android",452,2482,2017-05-16,10,3,66.8869585903232
7208,"US","treatment",6281,"Ios",321,2656,2017-05-15,5,0,0
4255,"US","treatment",7188,"Web",249,2638,2017-05-15,8,1,0
6274,"US","control",11486,"Web",153,1504,2017-05-20,6,1,0
2247,"CA","treatment",8708,"Other",201,2736,2017-05-14,11,3,0
2477,"US","treatment",5277,"Other",184,2630,2017-05-12,2,2,121.512639920878
2433,"US","control",17114,"Ios",364,2322,2017-05-10,4,0,0
5398,"GB","control",14653,"Other",359,1910,2017-05-16,7,1,0
4849,"US","control",15682,"Other",251,1785,2017-05-20,8,1,0
9563,"CN","control",15982,"Android",250,1490,2017-05-16,3,0,0
8779,"CN","control",11826,"Ios",236,1071,2017-05-10,2,1,0
7110,"US","treatment",18496,"Web",466,1376,2017-05-18,9,3,0
2932,"US","treatment",14430,"Web",179,2203,2017-05-11,8,3,0
4325,"GB","treatment",8410,"Web",316,2703,2017-05-13,7,1,0
6364,"CN","control",9581,"Web",218,1939,2017-05-10,8,3,58.4238876056618
3364,"US","treatment",19309,"Android",279,2743,2017-05-15,9,1,95.1123162278897
8893,"CA","control",8489,"Ios",265,2241,2017-05-19,5,0,0
1671,"CA","treatment",19913,"Android",127,2246,2017-05-20,7,3,0
9224,"CA","treatment",18834,"Other",200,1579,2017-05-11,9,2,0
3174,"GB","treatment",5125,"Web",259,2576,2017-05-18,7,0,0
1280,"CA","treatment",10324,"Web",257,2812,2017-05-20,5,1,88.9493388387349
7303,"CA","control",14947,"Web",278,1307,2017-05-19,4,1,0
6311,"CN","control",7008,"Android",403,2146,2017-05-19,3,1,0
3287,"US","treatment",9419,"Ios",333,2041,2017-05-13,9,2,108.275368315089
1815,"CN","control",5772,"Android",286,2629,2017-05-16,5,2,0
8454,"GB","control",16046,"Web",160,1279,2017-05-19,4,0,0
5341,"GB","treatment",14359,"Web",426,2952,2017-05-14,7,2,0
3379,"CA","treatment",7981,"Other",322,2992,2017-05-14,8,1,0
4834,"CA","treatment",13608,"Android",104,2641,2017-05-13,4,1,0
3602,"GB","control",18852,"Web",245,1245,2017-05-15,5,0,0
1035,"CA","control",9560,"Web",153,2690,2017-05-19,4,1,0
1558,"CN","treatment",15661,"Other",199,1699,2017-05-16,7,1,0
NA,"GB","control",5397,"Android",464,1587,2017-05-18,5,2,90.0296161437704
6590,"CA","treatment",13874,"Ios",365,1121,2017-05-09,7,2,0
1425,"US","treatment",13752,"Web",379,1621,2017-05-12,6,3,0
5744,"CN","control",10386,"Web",217,1696,2017-05-15,3,1,0
8246,"US","control",15832,"Web",152,2831,2017-05-21,6,0,0
4658,"GB","treatment",16938,"Android",249,2270,2017-05-18,5,1,0
9254,"US","treatment",6493,"Ios",117,2034,2017-05-10,4,0,0
2683,"GB","treatment",14862,"Other",219,1375,2017-05-08,5,1,0
4322,"GB","control",13360,"Ios",424,2642,2017-05-12,10,2,185.537526587383
9315,"GB","treatment",17025,"Web",109,2759,2017-05-12,8,1,0
3675,"GB","treatment",13777,"Ios",240,1272,2017-05-08,4,1,0
6052,"GB","treatment",11689,"Web",124,2898,2017-05-08,7,1,0
7424,"CN","control",19059,"Web",208,2747,2017-05-20,1,0,0
9669,"US","control",9939,"Web",439,1679,2017-05-13,5,0,0
3032,"CN","control",18206,"Android",235,1522,2017-05-14,8,1,0
8722,"CN","control",8331,"Ios",327,1861,2017-05-19,2,0,0
9978,"US","treatment",12632,"Web",187,2039,2017-05-19,7,2,0
5090,"US","control",16037,"Other",105,1489,2017-05-11,5,1,0
6744,"US","treatment",16816,"Android",426,2301,2017-05-20,3,1,0
2193,"GB","control",7612,"Android",316,2777,2017-05-11,7,1,0
6387,"CN","treatment",19827,"Web",439,1804,2017-05-09,7,1,0
8051,"US","control",6068,"Other",138,2966,2017-05-17,3,2,81.7008003521315
7798,"GB","control",6431,"Android",431,1092,2017-05-15,8,1,0
3636,"US","treatment",16521,"Web",467,1095,2017-05-14,8,2,88.4721425409885
2589,"US","control",10987,"Ios",113,2634,2017-05-17,5,1,0
6631,"US","treatment",14845,"Ios",349,2599,2017-05-15,7,1,0
4834,"CA","treatment",13608,"Android",104,2641,2017-05-15,10,3,0
1618,"US","treatment",15357,"Web",252,1727,2017-05-08,1,0,0
4753,"CN","control",11276,"Web",262,1638,2017-05-19,3,1,0
9396,"US","treatment",17651,"Ios",413,2773,2017-05-12,7,1,0
8215,"GB","control",6734,"Other",187,1538,2017-05-16,6,2,71.6991821380491
7626,"CN","treatment",11519,"Web",210,1093,2017-05-13,3,1,0
6629,"CA","control",13572,"Ios",194,2363,2017-05-13,11,3,0
8150,"CA","treatment",19732,"Web",140,1166,2017-05-19,6,1,0
4485,"GB","control",10571,"Other",495,2523,2017-05-10,6,2,0
NA,"US","treatment",12915,"Android",434,1144,2017-05-21,6,1,0
5270,"GB","treatment",15352,"Other",303,2059,2017-05-10,5,0,0
3206,"US","treatment",10945,"Android",426,1159,2017-05-16,5,1,0
NA,"GB","control",5921,"Ios",461,1686,2017-05-12,2,0,0
3048,"GB","control",19244,"Android",227,2257,2017-05-19,3,0,0
4361,"GB","treatment",10208,"Other",440,1924,2017-05-09,1,0,0
4708,"US","control",18485,"Android",241,1170,2017-05-08,5,0,0
8909,"CN","control",17836,"Other",276,1425,2017-05-16,3,0,0
8321,"US","control",12032,"Web",370,1949,2017-05-12,11,1,0
5325,"CN","control",18862,"Ios",342,1640,2017-05-14,8,1,0
9932,"US","treatment",13902,"Other",424,1011,2017-05-16,4,1,114.698161954377
5567,"GB","control",12952,"Android",391,1584,2017-05-15,5,0,0
3191,"GB","control",5855,"Web",435,1617,2017-05-11,7,1,0
5306,"CA","treatment",8982,"Other",470,1119,2017-05-16,5,2,0
8228,"CA","treatment",14731,"Ios",177,2245,2017-05-19,4,1,0
8071,"CA","control",19614,"Android",397,1153,2017-05-13,8,2,0
9186,"US","treatment",17784,"Other",301,1588,2017-05-12,6,1,0
8790,"CN","treatment",6347,"Other",276,1018,2017-05-21,4,1,0
1097,"CA","treatment",16616,"Android",117,2669,2017-05-18,6,0,0
3290,"US","treatment",13327,"Ios",490,2870,2017-05-08,7,3,0
3546,"US","control",7217,"Web",338,2528,2017-05-15,5,0,0
7322,"US","treatment",6021,"Ios",272,2266,2017-05-13,8,3,0
1880,"US","control",8518,"Android",130,2421,2017-05-11,6,0,0
6930,"US","control",12219,"Android",210,1469,2017-05-13,7,2,0
2233,"CA","control",6220,"Other",429,2802,2017-05-15,7,0,0
3480,"US","treatment",15065,"Android",483,1904,2017-05-17,1,1,0
9402,"CN","treatment",9811,"Other",390,1078,2017-05-10,5,0,0
3579,"CA","control",19353,"Ios",108,2910,2017-05-18,3,0,0
7076,"US","treatment",9267,"Android",284,1343,2017-05-18,6,0,0
4905,"CA","control",7258,"Android",123,1821,2017-05-11,5,2,0
8641,"CN","control",11437,"Web",157,1132,2017-05-16,5,1,0
5282,"US","treatment",7431,"Android",357,1227,2017-05-21,3,0,0
4605,"US","treatment",19005,"Web",210,1217,2017-05-10,8,1,106.582100715318
7083,"CN","treatment",6363,"Web",239,1103,2017-05-21,4,1,0
3982,"CN","treatment",17225,"Ios",128,2936,2017-05-20,6,3,184.00226267991
4848,"US","control",8984,"Android",301,1891,2017-05-10,2,0,0
6985,"CA","control",9619,"Web",349,2068,2017-05-11,9,0,0
5342,"US","treatment",17541,"Other",351,2331,2017-05-15,2,1,0
7634,"US","treatment",14829,"Ios",199,2600,2017-05-10,5,0,0
9027,"US","control",8602,"Ios",204,1470,2017-05-12,6,1,0
2996,"CN","treatment",13711,"Web",425,1721,2017-05-11,6,0,0
1441,"CN","control",10628,"Android",248,2595,2017-05-12,5,1,0
3103,"GB","treatment",17393,"Android",498,2131,2017-05-17,6,0,0
2684,"CN","control",18533,"Web",171,1880,2017-05-10,5,1,0
7149,"CN","control",14896,"Other",104,2405,2017-05-21,2,1,0
7211,"CA","treatment",16611,"Android",310,1127,2017-05-09,3,1,0
7383,"US","control",17684,"Web",257,2171,2017-05-14,10,1,0
9612,"CN","control",8234,"Other",127,1490,2017-05-12,8,2,0
2689,"CN","control",16537,"Web",213,1005,2017-05-20,3,0,0
6141,"CA","treatment",8928,"Other",277,2749,2017-05-17,5,0,0
8896,"US","control",18123,"Web",150,2136,2017-05-12,5,1,93.3940081078279
8843,"CA","treatment",7782,"Android",111,2377,2017-05-09,9,2,0
3009,"CA","treatment",10483,"Other",265,2673,2017-05-18,6,2,0
3660,"CN","control",10428,"Web",241,2923,2017-05-15,7,0,0
9847,"CA","control",18694,"Android",429,1712,2017-05-15,6,2,90.658623135101
7498,"CA","control",16570,"Ios",245,2052,2017-05-10,7,3,0
4391,"CN","treatment",7335,"Web",277,1163,2017-05-09,6,1,0
8134,"US","control",19948,"Web",214,2762,2017-05-17,1,1,0
8990,"CN","control",9544,"Other",484,2090,2017-05-19,7,2,100.093675142663
1979,"GB","treatment",18847,"Other",429,2718,2017-05-17,4,2,0
9396,"US","treatment",17651,"Ios",413,2773,2017-05-13,4,0,0
6227,"GB","control",9629,"Android",357,1804,2017-05-15,6,1,0
9511,"CN","control",5826,"Other",435,2349,2017-05-20,4,1,0
3021,"CN","treatment",17737,"Ios",174,1006,2017-05-17,5,1,0
8106,"GB","control",9409,"Web",128,1918,2017-05-12,7,0,0
6071,"CA","control",11825,"Android",409,1941,2017-05-10,3,0,0
7498,"CA","control",16570,"Ios",245,2052,2017-05-09,2,1,0
4216,"CA","treatment",8620,"Other",342,2030,2017-05-12,8,2,0
2694,"CN","control",18061,"Android",257,2936,2017-05-10,6,0,0
8782,"CN","treatment",16119,"Android",449,2439,2017-05-18,7,1,0
NA,"GB","control",5397,"Android",464,1587,2017-05-11,5,1,0
5820,"GB","treatment",10991,"Android",300,1735,2017-05-14,10,3,0
9559,"CA","treatment",19783,"Android",430,1461,2017-05-19,6,4,0
3924,"CA","control",11983,"Web",132,1749,2017-05-10,5,2,0
3448,"US","treatment",13324,"Android",320,2353,2017-05-17,5,1,0
2426,"CA","control",19525,"Other",468,1525,2017-05-13,8,2,0
8957,"US","treatment",6344,"Ios",111,1080,2017-05-09,9,2,0
5397,"US","control",12464,"Other",470,2790,2017-05-14,9,0,0
6347,"US","control",7201,"Other",348,2955,2017-05-14,6,1,0
5429,"CA","control",9506,"Android",191,1244,2017-05-08,10,2,0
1963,"US","control",12456,"Web",460,1215,2017-05-16,4,0,0
4790,"CN","treatment",16523,"Android",493,1089,2017-05-17,7,0,0
9836,"US","control",19310,"Ios",183,2473,2017-05-17,4,0,0
4846,"US","control",7175,"Android",251,1471,2017-05-14,7,1,0
3885,"US","treatment",12677,"Web",484,1579,2017-05-08,2,0,0
1637,"GB","treatment",6767,"Android",111,2453,2017-05-08,6,1,0
2292,"CN","treatment",7412,"Other",339,1340,2017-05-14,8,1,0
8760,"GB","control",5418,"Ios",114,1636,2017-05-19,7,2,0
6830,"US","treatment",17942,"Ios",356,2430,2017-05-18,7,0,0
2623,"US","control",5465,"Web",297,2723,2017-05-20,4,1,0
5746,"CN","control",6813,"Android",422,1857,2017-05-10,3,1,0
9975,"CA","control",10292,"Other",348,1780,2017-05-17,3,0,0
3550,"GB","control",13246,"Android",492,2861,2017-05-16,2,1,0
7637,"US","control",7834,"Android",461,1830,2017-05-17,4,2,0
9191,"CA","treatment",13190,"Web",262,2638,2017-05-15,11,2,0
1663,"US","treatment",16034,"Web",264,2774,2017-05-09,8,2,67.8884102198302
3141,"CA","control",18991,"Ios",386,1531,2017-05-18,5,0,0
2513,"GB","treatment",7030,"Android",341,2009,2017-05-08,9,2,0
6401,"US","treatment",11052,"Other",131,1969,2017-05-12,5,1,0
3263,"CA","treatment",6466,"Web",215,2931,2017-05-20,3,1,0
9601,"US","treatment",17457,"Other",372,2370,2017-05-12,8,3,105.267043935976
7489,"US","treatment",16018,"Web",226,2901,2017-05-08,6,2,0
8655,"US","control",8644,"Web",245,1438,2017-05-19,2,0,0
3057,"CA","treatment",13557,"Other",384,2602,2017-05-13,7,1,0
5799,"CN","treatment",18436,"Ios",319,1728,2017-05-09,5,2,0
2988,"GB","control",8145,"Android",215,2781,2017-05-21,7,2,0
6697,"CA","control",9111,"Web",282,1799,2017-05-16,7,0,0
7590,"CN","treatment",5957,"Web",113,1013,2017-05-13,6,3,0
3142,"CA","control",18622,"Android",415,1119,2017-05-13,8,2,0
3878,"CN","control",8091,"Android",312,2202,2017-05-13,6,3,0
8760,"GB","control",5418,"Ios",114,1636,2017-05-20,8,3,0
4253,"GB","control",15987,"Android",446,2940,2017-05-11,5,2,0
2001,"CN","control",12335,"Android",201,2221,2017-05-10,5,1,0
9523,"US","treatment",6772,"Android",174,1083,2017-05-09,3,0,0
6061,"GB","control",7968,"Web",431,2489,2017-05-14,7,1,0
3241,"US","control",11923,"Other",336,2122,2017-05-21,6,1,0
9433,"US","treatment",17047,"Ios",333,1030,2017-05-16,8,2,0
8548,"CA","control",16025,"Android",248,1885,2017-05-08,2,0,0
7140,"CN","control",14905,"Web",435,1392,2017-05-08,5,0,0
7996,"US","treatment",12244,"Ios",308,2522,2017-05-21,4,1,0
2105,"GB","control",10960,"Android",163,1441,2017-05-19,4,0,0
5947,"US","treatment",9398,"Android",187,2010,2017-05-12,6,1,0
1710,"GB","treatment",17644,"Ios",407,1310,2017-05-18,10,1,0
1402,"CA","treatment",13271,"Other",232,2559,2017-05-16,9,0,0
4102,"CA","control",11540,"Ios",181,1259,2017-05-17,7,0,0
5231,"US","control",14184,"Ios",326,1837,2017-05-12,1,0,0
3439,"US","control",16831,"Web",375,2508,2017-05-21,6,2,0
4340,"US","control",18924,"Web",224,2720,2017-05-20,5,0,0
1096,"US","control",11953,"Other",104,2684,2017-05-09,5,0,0
1369,"GB","treatment",15751,"Other",356,2522,2017-05-11,8,1,0
6755,"US","control",10278,"Web",140,1525,2017-05-11,4,0,0
9176,"US","treatment",9424,"Android",163,2375,2017-05-21,7,2,0
1900,"CN","treatment",11637,"Android",122,1043,2017-05-20,3,1,0
2697,"US","treatment",13441,"Other",414,2150,2017-05-17,10,1,0
5952,"US","control",8002,"Other",102,2344,2017-05-09,5,4,245.849216274811
3301,"GB","control",18511,"Other",140,2479,2017-05-19,2,0,0
1457,"CA","control",17302,"Ios",394,2450,2017-05-21,5,1,0
8326,"GB","treatment",8807,"Web",141,2211,2017-05-20,4,0,0
8761,"GB","treatment",17762,"Ios",119,2432,2017-05-11,5,2,0
2971,"GB","control",14826,"Web",465,2968,2017-05-17,1,0,0
4029,"GB","treatment",6542,"Ios",379,2906,2017-05-21,3,0,0
7607,"US","control",18304,"Android",388,2584,2017-05-18,9,1,0
7226,"GB","control",5640,"Ios",146,2565,2017-05-18,4,1,0
4640,"US","control",11232,"Android",421,2022,2017-05-12,8,2,0
2605,"GB","control",18993,"Ios",416,2148,2017-05-12,8,2,130.134302601983
7715,"US","treatment",17460,"Ios",408,2101,2017-05-15,8,0,0
8951,"CN","treatment",19489,"Web",208,2459,2017-05-14,4,2,0
1747,"GB","control",15981,"Web",356,1252,2017-05-14,7,2,128.360599211738
5195,"CA","treatment",19964,"Android",488,1605,2017-05-21,3,0,0
4792,"CN","treatment",11389,"Ios",230,1347,2017-05-09,3,0,0
NA,"US","control",7875,"Web",206,1451,2017-05-16,7,2,53.4454738480238
3796,"US","treatment",16841,"Web",279,1553,2017-05-20,4,1,0
5379,"CN","treatment",7194,"Android",378,2251,2017-05-12,7,0,0
4369,"US","treatment",6802,"Android",308,1761,2017-05-12,6,1,0
5391,"GB","control",8441,"Ios",177,2062,2017-05-19,2,1,0
7783,"CA","control",17574,"Ios",345,2091,2017-05-16,5,1,0
2429,"US","treatment",18518,"Ios",235,1047,2017-05-12,7,2,0
5692,"US","treatment",5400,"Ios",365,2853,2017-05-10,4,1,0
8022,"CA","treatment",8376,"Web",275,1721,2017-05-21,5,1,0
3628,"CN","control",14197,"Android",345,1504,2017-05-21,4,0,0
4460,"CA","control",12940,"Other",365,1219,2017-05-17,3,1,122.828342329775
4346,"US","treatment",15154,"Web",368,1358,2017-05-13,5,2,0
6869,"US","treatment",5600,"Web",226,1216,2017-05-14,10,1,137.802144968299
6418,"GB","control",15276,"Other",100,1461,2017-05-11,11,2,0
8739,"US","control",16332,"Android",282,2991,2017-05-12,6,2,87.0535613002391
4061,"CN","treatment",7947,"Other",398,1784,2017-05-21,9,2,0
6816,"CA","treatment",9067,"Android",473,1134,2017-05-17,9,2,114.353156425781
7960,"GB","treatment",14076,"Ios",287,2729,2017-05-15,10,2,0
3727,"US","treatment",10409,"Other",491,1950,2017-05-13,7,1,0
5867,"GB","control",12489,"Android",357,1407,2017-05-12,6,1,0
5120,"CN","treatment",11861,"Other",209,2590,2017-05-09,15,0,0
2949,"US","control",8651,"Ios",145,2316,2017-05-19,6,4,0
1056,"CA","control",15202,"Android",468,2819,2017-05-18,5,0,0
2030,"US","treatment",14212,"Web",467,2094,2017-05-18,5,0,0
5503,"CN","control",16180,"Android",460,1621,2017-05-12,3,0,0
5569,"GB","treatment",8985,"Ios",118,1566,2017-05-15,7,2,0
6387,"CN","treatment",19827,"Web",439,1804,2017-05-17,4,2,0
4104,"CA","treatment",9251,"Android",250,1687,2017-05-11,16,2,0
3184,"US","control",6321,"Other",176,2987,2017-05-16,3,1,0
7797,"CN","control",15118,"Web",402,2158,2017-05-09,7,2,0
8401,"US","control",13951,"Android",127,1318,2017-05-08,6,0,0
3733,"CN","treatment",15345,"Ios",351,2076,2017-05-20,9,2,0
1066,"US","control",9681,"Web",100,1955,2017-05-12,7,0,0
8115,"US","treatment",7128,"Web",406,2682,2017-05-08,6,0,0
4176,"GB","treatment",12392,"Android",419,1794,2017-05-18,9,0,0
8575,"US","treatment",19088,"Ios",416,1020,2017-05-09,3,0,0
2379,"GB","control",14713,"Ios",110,2156,2017-05-16,4,1,0
1402,"CA","treatment",13271,"Other",232,2559,2017-05-17,4,2,0
6551,"CN","treatment",6748,"Ios",373,1428,2017-05-11,7,2,0
8045,"CN","treatment",5784,"Android",499,1349,2017-05-16,3,0,0
7616,"US","treatment",19653,"Web",269,1978,2017-05-19,4,2,0
2169,"GB","control",13067,"Ios",468,1842,2017-05-12,4,1,0
9089,"CA","control",13107,"Other",330,1151,2017-05-09,2,0,0
7245,"US","treatment",15426,"Web",464,1275,2017-05-21,6,0,0
7939,"CN","treatment",7928,"Android",385,1537,2017-05-14,4,1,121.916946131781
